,compound_id,standard_inchi_key,compound_name,synonym,target_id,target_pref_name,gene_names,wildtype_or_mutant,mutation_info,pubmed_id,standard_type,standard_relation,standard_value,standard_units,activity_comment,ep_action_mode,assay_format,assaytype,assay_subtype,inhibitor_type,detection_tech,assay_cell_line,compound_concentration_value,compound_concentration_value_unit,substrate_type,substrate_relation,substrate_value,substrate_units,assay_description,title,journal,doc_type,annotation_comments,pDTC_Value,SMILES,base_rdkit_smiles
19205,CHEMBL654,RONZAEMNMFQXRA-UHFFFAOYSA-N,MIRTAZAPINE,,P11712,CYTOCHROME P450 2C9,CYP2C9,,,,POTENCY,=,50.1,NM,Active,,,,,,,,,,,,,,"PUBCHEM_BIOASSAY: qHTS Assay for Inhibitors and Substrates of Cytochrome P450 2C9. (Class of assay: confirmatory) [Related pubchem assays: 885, 884, 410 ]",PUBCHEM BIOASSAY DATA SET,,DATASET,,7.300162274132754,CN1CCN2C(C1)C3=CC=CC=C3CC4=C2N=CC=C4,CN1CCN2c3ncccc3Cc3ccccc3C2C1
19239,CHEMBL2087453,RPLWNHKGFXWLSL-UHFFFAOYSA-N,,,P11712,CYTOCHROME P450 2C9,CYP2C9,,,22468936.0,INHIBITION,=,-24.0,%,,,,,,,,,,,,,,,Inhibition of CYP2C9 using MFC as substrate at 3 uM after 45 mins by Gentest method,"Discovery of a Novel Alpha-7 Nicotinic Acetylcholine Receptor Agonist Series and Characterization of the Potent, Selective, and Orally Efficacious Agonist 5-(4-Acetyl[1,4]diazepan-1-yl)pentanoic Acid [5-(4-Methoxyphenyl)-1H-pyrazol-3-yl] Amide (SEN15924, WAY-361789).",J. Med. Chem.,PUBLICATION,,-24.0,COC1=CC=C(C=C1)C2=CC(=NN2)NC(=O)CCCCN3CCOCC3,COc1ccc(-c2cc(NC(=O)CCCCN3CCOCC3)n[nH]2)cc1
19431,CHEMBL41,RTHCYVBBDHJXIQ-UHFFFAOYSA-N,FLUOXETINE,,P11712,CYTOCHROME P450 2C9,CYP2C9,,,21467212.0,INHIBITION,<,10.0,%,,,,,,,,,,,,,,,Time dependent inhibition of CYP2C9 (unknown origin) at 100 uM by LC/MS system,Combination of GSH trapping and time-dependent inhibition assays as a predictive method of drugs generating highly reactive metabolites.,Drug Metab. Dispos.,PUBLICATION,,10.0,CNCCC(C1=CC=CC=C1)OC2=CC=C(C=C2)C(F)(F)F,CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1
19432,CHEMBL41,RTHCYVBBDHJXIQ-UHFFFAOYSA-N,FLUOXETINE,,P11712,CYTOCHROME P450 2C9,CYP2C9,,,22931300.0,RATIO IC50,=,2.0,,,,,,,,,,,,,,,,Inhibition of human CYP2C9 assessed as ratio of IC50 in absence of NADPH to IC50 for presence of NADPH using 7-methoxy-4-trifluoromethylcoumarin-3-acetic acid as substrate after 30 mins,Preclinical strategy to reduce clinical hepatotoxicity using in vitro bioactivation data for >200 compounds.,Chem. Res. Toxicol.,PUBLICATION,,2.0,CNCCC(C1=CC=CC=C1)OC2=CC=C(C=C2)C(F)(F)F,CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1
19433,CHEMBL41,RTHCYVBBDHJXIQ-UHFFFAOYSA-N,FLUOXETINE,,P11712,CYTOCHROME P450 2C9,CYP2C9,,,,ACTIVITY,,,,Inhibitor,,,,,,,,,,,,,,"Clinically relevant inhibitors of human liver microsomal P450 enzymes, isoform CYP2C9","Casarett and Doull's Toxicology The Basic Science of Poisons, 7th edition",,BOOK,,,CNCCC(C1=CC=CC=C1)OC2=CC=C(C=C2)C(F)(F)F,CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1
19434,CHEMBL41,RTHCYVBBDHJXIQ-UHFFFAOYSA-N,FLUOXETINE,,P11712,CYTOCHROME P450 2C9,CYP2C9,,,,ACTIVITY,,,,Substrate,,,,,,,,,,,,,,"Clinically relevant substrates of human liver microsomal P450 enzymes, isoform CYP2C9","Casarett and Doull's Toxicology The Basic Science of Poisons, 7th edition",,BOOK,,,CNCCC(C1=CC=CC=C1)OC2=CC=C(C=C2)C(F)(F)F,CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1
19435,CHEMBL41,RTHCYVBBDHJXIQ-UHFFFAOYSA-N,FLUOXETINE,,P11712,CYTOCHROME P450 2C9,CYP2C9,,,,IC50,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,cell_based,,,,,BTI-TN-5B1-4,,,,,,,"DRUGMATRIX: CYP450, 2C9 enzyme inhibition (substrate: 3-Cyano-7-ethoxycoumarin)",DrugMatrix in vitro pharmacology data,,DATASET,,,CNCCC(C1=CC=CC=C1)OC2=CC=C(C=C2)C(F)(F)F,CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1
19436,CHEMBL41,RTHCYVBBDHJXIQ-UHFFFAOYSA-N,FLUOXETINE,,P11712,CYTOCHROME P450 2C9,CYP2C9,,,,KI,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,cell_based,,,,,BTI-TN-5B1-4,,,,,,,"DRUGMATRIX: CYP450, 2C9 enzyme inhibition (substrate: 3-Cyano-7-ethoxycoumarin)",DrugMatrix in vitro pharmacology data,,DATASET,,,CNCCC(C1=CC=CC=C1)OC2=CC=C(C=C2)C(F)(F)F,CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1
19670,CHEMBL392760,RYBOXBBYCVOYNO-UHFFFAOYSA-N,WAY-181187,,P11712,CYTOCHROME P450 2C9,CYP2C9,,,17948978.0,IC50,>,500000.0,NM,,,,,,,,,,,,,,,Inhibition of human CYP2C9,"Discovery of N1-(6-chloroimidazo[2,1-b][1,3]thiazole-5-sulfonyl)tryptamine as a potent, selective, and orally active 5-HT(6) receptor agonist.",J. Med. Chem.,PUBLICATION,,3.3010299956639813,C1=CC=C2C(=C1)C(=CN2S(=O)(=O)C3=C(N=C4N3C=CS4)Cl)CCN,NCCc1cn(S(=O)(=O)c2c(Cl)nc3sccn23)c2ccccc12
19834,CHEMBL31354,SBPRIAGPYFYCRT-UHFFFAOYSA-N,"WAY-100,635",,P11712,CYTOCHROME P450 2C9,CYP2C9,,,,AC50,,,,inactive,,,,,,,,,,,,,,PUBCHEM_BIOASSAY: Cytochrome panel assay with activity outcomes. (Class of assay: other) Panel member name: p450-cyp2c9 Compounds with AC50 equal or less than 10 uM are considered active,PUBCHEM BIOASSAY DATA SET,,DATASET,,,COC1=CC=CC=C1N2CCN(CC2)CCN(C3=CC=CC=N3)C(=O)C4CCCCC4,COc1ccccc1N1CCN(CCN(C(=O)C2CCCCC2)c2ccccn2)CC1
20179,CHEMBL8618,SJDOMIRMMUGQQK-UHFFFAOYSA-N,NAN-190,,P11712,CYTOCHROME P450 2C9,CYP2C9,,,,AC50,,,,inactive,,,,,,,,,,,,,,PUBCHEM_BIOASSAY: Cytochrome panel assay with activity outcomes. (Class of assay: other) Panel member name: p450-cyp2c9 Compounds with AC50 equal or less than 10 uM are considered active,PUBCHEM BIOASSAY DATA SET,,DATASET,,,COC1=CC=CC=C1N2CCN(CC2)CCCCN3C(=O)C4=CC=CC=C4C3=O,COc1ccccc1N1CCN(CCCCN2C(=O)c3ccccc3C2=O)CC1
20287,CHEMBL1086577,SLMFOVKWAUVQPC-UHFFFAOYSA-N,,,P11712,CYTOCHROME P450 2C9,CYP2C9,,,20465311.0,INHIBITION,=,-3.0,%,,,,,,,,,,,,,,,Inhibition of CYP2C9 at 3 uM by Gentest method,"Novel alpha-7 nicotinic acetylcholine receptor agonists containing a urea moiety: identification and characterization of the potent, selective, and orally efficacious agonist 1-[6-(4-fluorophenyl)pyridin-3-yl]-3-(4-piperidin-1-ylbutyl) urea (SEN34625/WYE-103914).",J. Med. Chem.,PUBLICATION,,-3.0,C1CCN(CC1)CCCCNC(=O)NC2=CN=C(C=C2)C3=CC=CC=N3,O=C(NCCCCN1CCCCC1)Nc1ccc(-c2ccccn2)nc1
20357,CHEMBL3,SNICXCGAKADSCV-JTQLQIEISA-N,NICOTINE,,P11712,CYTOCHROME P450 2C9,CYP2C9,,,,IC50,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,cell_based,,,,,BTI-TN-5B1-4,,,,,,,"DRUGMATRIX: CYP450, 2C9 enzyme inhibition (substrate: 3-Cyano-7-ethoxycoumarin)",DrugMatrix in vitro pharmacology data,,DATASET,,,CN1CCC[C@H]1C2=CN=CC=C2,CN1CCC[C@H]1c1cccnc1
20358,CHEMBL3,SNICXCGAKADSCV-JTQLQIEISA-N,NICOTINE,,P11712,CYTOCHROME P450 2C9,CYP2C9,,,,KI,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,cell_based,,,,,BTI-TN-5B1-4,,,,,,,"DRUGMATRIX: CYP450, 2C9 enzyme inhibition (substrate: 3-Cyano-7-ethoxycoumarin)",DrugMatrix in vitro pharmacology data,,DATASET,,,CN1CCC[C@H]1C2=CN=CC=C2,CN1CCC[C@H]1c1cccnc1
21107,CHEMBL2087421,TYDKAHFZLFMNQX-UHFFFAOYSA-N,,,P11712,CYTOCHROME P450 2C9,CYP2C9,,,22369198.0,INHIBITION,=,-19.0,%,,,,,,,,,,,,,,,Inhibition of CYP2C9 at 5 uM,From bradykinin B2 receptor antagonists to orally active and selective bradykinin B1 receptor antagonists.,J. Med. Chem.,PUBLICATION,,-19.0,CC1=CC(=CC(=C1S(=O)(=O)N(C)CCOCC(=O)N2CCN(CC2)C3CCN(CC3)C)C)OC,COc1cc(C)c(S(=O)(=O)N(C)CCOCC(=O)N2CCN(C3CCN(C)CC3)CC2)c(C)c1
21118,CHEMBL2205045,TYKBKDLIAKRVRZ-UHFFFAOYSA-N,,,P11712,CYTOCHROME P450 2C9,CYP2C9,,,21486038.0,IC50,=,40000.0,NM,,,,,,,,,,,,,,,Inhibition of human recombinant CYP2C9 using dibenzylfluorescein after 45 mins by fluorescence spectrophotometric analysis,"Discovery of 1-[2-(2,4-Dimethylphenylsulfanyl)phenyl]piperazine (Lu AA21004): A Novel Multimodal Compound for the Treatment of Major Depressive Disorder.",J. Med. Chem.,PUBLICATION,,4.3979400086720375,CC1=CC=C(C=C1)SC2=CC=CC=C2N3CCNCC3.Cl,Cc1ccc(Sc2ccccc2N2CCNCC2)cc1
21266,CHEMBL498770,UBHYDQAARZKHEZ-UHFFFAOYSA-N,IODOPHENPROPIT,,P11712,CYTOCHROME P450 2C9,CYP2C9,,,,AC50,,,,inactive,,,,,,,,,,,,,,PUBCHEM_BIOASSAY: Cytochrome panel assay with activity outcomes. (Class of assay: other) Panel member name: p450-cyp2c9 Compounds with AC50 equal or less than 10 uM are considered active,PUBCHEM BIOASSAY DATA SET,,DATASET,,,C1=CC(=CC=C1CCN=C(N)SCCCC2=CN=CN2)I,NC(=NCCc1ccc(I)cc1)SCCCc1cnc[nH]1
21395,CHEMBL6437,UEQUQVLFIPOEMF-UHFFFAOYSA-N,MIANSERIN,,P11712,CYTOCHROME P450 2C9,CYP2C9,,,,IC50,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,cell_based,,,,,BTI-TN-5B1-4,,,,,,,"DRUGMATRIX: CYP450, 2C9 enzyme inhibition (substrate: 3-Cyano-7-ethoxycoumarin)",DrugMatrix in vitro pharmacology data,,DATASET,,,CN1CCN2C(C1)C3=CC=CC=C3CC4=CC=CC=C42,CN1CCN2c3ccccc3Cc3ccccc3C2C1
21396,CHEMBL6437,UEQUQVLFIPOEMF-UHFFFAOYSA-N,MIANSERIN,,P11712,CYTOCHROME P450 2C9,CYP2C9,,,,KI,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,cell_based,,,,,BTI-TN-5B1-4,,,,,,,"DRUGMATRIX: CYP450, 2C9 enzyme inhibition (substrate: 3-Cyano-7-ethoxycoumarin)",DrugMatrix in vitro pharmacology data,,DATASET,,,CN1CCN2C(C1)C3=CC=CC=C3CC4=CC=CC=C42,CN1CCN2c3ccccc3Cc3ccccc3C2C1
21672,CHEMBL3262174,ULCUTKYYKKNHQX-UHFFFAOYSA-N,,,P11712,CYTOCHROME P450 2C9,CYP2C9,,,24814197.0,INHIBITION,=,62.0,%,,,,,,,,,,,,,,,Inhibition of CYP2C9 (unknown origin) at 10 uM,Discovery of Novel 2-((Pyridin-3-yloxy)methyl)piperazines as a7 Nicotinic Acetylcholine Receptor Modulators for the Treatment of Inflammatory Disorders.,J. Med. Chem.,PUBLICATION,,62.0,C1CN(C(CN1)COC2=CN=CC=C2)C(=O)NC3=CC=C(C=C3)C(=O)C4=CC=CC=C4.Cl,O=C(c1ccccc1)c1ccc(NC(=O)N2CCNCC2COc2cccnc2)cc1
21733,CHEMBL38288,UMTDAKAAYOXIKU-HXUWFJFHSA-N,WAY-100135,,P11712,CYTOCHROME P450 2C9,CYP2C9,,,,AC50,,,,inactive,,,,,,,,,,,,,,PUBCHEM_BIOASSAY: Cytochrome panel assay with activity outcomes. (Class of assay: other) Panel member name: p450-cyp2c9 Compounds with AC50 equal or less than 10 uM are considered active,PUBCHEM BIOASSAY DATA SET,,DATASET,,,CC(C)(C)NC(=O)[C@H](CN1CCN(CC1)C2=CC=CC=C2OC)C3=CC=CC=C3,COc1ccccc1N1CCN(C[C@@H](C(=O)NC(C)(C)C)c2ccccc2)CC1
21871,CHEMBL1084876,UPVXJFQSDLKQRB-UHFFFAOYSA-N,,,P11712,CYTOCHROME P450 2C9,CYP2C9,,,20465311.0,INHIBITION,=,-18.0,%,,,,,,,,,,,,,,,Inhibition of CYP2C9 at 3 uM by Gentest method,"Novel alpha-7 nicotinic acetylcholine receptor agonists containing a urea moiety: identification and characterization of the potent, selective, and orally efficacious agonist 1-[6-(4-fluorophenyl)pyridin-3-yl]-3-(4-piperidin-1-ylbutyl) urea (SEN34625/WYE-103914).",J. Med. Chem.,PUBLICATION,,-18.0,C1CCN(CC1)CCCCNC(=O)NC2=CC=C(C=C2)C3=CN=C(C=C3)F,O=C(NCCCCN1CCCCC1)Nc1ccc(-c2ccc(F)nc2)cc1
21947,CHEMBL716,URKOMYMAXPYINW-UHFFFAOYSA-N,QUETIAPINE,,P11712,CYTOCHROME P450 2C9,CYP2C9,,,,IC50,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,cell_based,,,,,BTI-TN-5B1-4,,,,,,,"DRUGMATRIX: CYP450, 2C9 enzyme inhibition (substrate: 3-Cyano-7-ethoxycoumarin)",DrugMatrix in vitro pharmacology data,,DATASET,,,C1CN(CCN1CCOCCO)C2=NC3=CC=CC=C3SC4=CC=CC=C42,OCCOCCN1CCN(C2=Nc3ccccc3Sc3ccccc32)CC1
21948,CHEMBL716,URKOMYMAXPYINW-UHFFFAOYSA-N,QUETIAPINE,,P11712,CYTOCHROME P450 2C9,CYP2C9,,,,KI,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,cell_based,,,,,BTI-TN-5B1-4,,,,,,,"DRUGMATRIX: CYP450, 2C9 enzyme inhibition (substrate: 3-Cyano-7-ethoxycoumarin)",DrugMatrix in vitro pharmacology data,,DATASET,,,C1CN(CCN1CCOCCO)C2=NC3=CC=CC=C3SC4=CC=CC=C42,OCCOCCN1CCN(C2=Nc3ccccc3Sc3ccccc32)CC1
22038,CHEMBL2087458,UTZCOSNAHHZOGH-UHFFFAOYSA-N,,,P11712,CYTOCHROME P450 2C9,CYP2C9,,,22468936.0,INHIBITION,=,-1.0,%,,,,,,,,,,,,,,,Inhibition of CYP2C9 using MFC as substrate at 3 uM after 45 mins by Gentest method,"Discovery of a Novel Alpha-7 Nicotinic Acetylcholine Receptor Agonist Series and Characterization of the Potent, Selective, and Orally Efficacious Agonist 5-(4-Acetyl[1,4]diazepan-1-yl)pentanoic Acid [5-(4-Methoxyphenyl)-1H-pyrazol-3-yl] Amide (SEN15924, WAY-361789).",J. Med. Chem.,PUBLICATION,,-1.0,COC1=CC=C(C=C1)C2=CC(=NN2)NC(=O)CCCCN3CCCNCC3,COc1ccc(-c2cc(NC(=O)CCCCN3CCCNCC3)n[nH]2)cc1
22138,CHEMBL3261486,UWHBCOHEASCLEA-CQSZACIVSA-N,,,P11712,CYTOCHROME P450 2C9,CYP2C9,,,24755431.0,IC50,>,50000.0,NM,,,,,,,,,,,,,,,Inhibition of CYP2C9 (unknown origin),The discovery of diazepinone-based 5-HT3 receptor partial agonists.,Bioorg. Med. Chem. Lett.,PUBLICATION,,4.301029995663981,C1CN2CCC1[C@@H](C2)N3CCN4C5=C(C3=O)C=CC=C5NC4=O,O=C1c2cccc3[nH]c(=O)n(c23)CCN1[C@@H]1CN2CCC1CC2
22309,CHEMBL2087444,VAEUZWBERFNXLX-UHFFFAOYSA-N,,,P11712,CYTOCHROME P450 2C9,CYP2C9,,,22468936.0,INHIBITION,=,-10.0,%,,,,,,,,,,,,,,,Inhibition of CYP2C9 using MFC as substrate at 3 uM after 45 mins by Gentest method,"Discovery of a Novel Alpha-7 Nicotinic Acetylcholine Receptor Agonist Series and Characterization of the Potent, Selective, and Orally Efficacious Agonist 5-(4-Acetyl[1,4]diazepan-1-yl)pentanoic Acid [5-(4-Methoxyphenyl)-1H-pyrazol-3-yl] Amide (SEN15924, WAY-361789).",J. Med. Chem.,PUBLICATION,,-10.0,COC1=CC=CC(=C1)C2=CC(=NN2)NC(=O)CCCCN3CCCCC3,COc1cccc(-c2cc(NC(=O)CCCCN3CCCCC3)n[nH]2)c1
22448,CHEMBL2087459,VDQDOBJGSUGYMM-UHFFFAOYSA-N,,,P11712,CYTOCHROME P450 2C9,CYP2C9,,,22468936.0,INHIBITION,=,-28.0,%,,,,,,,,,,,,,,,Inhibition of CYP2C9 using MFC as substrate at 3 uM after 45 mins by Gentest method,"Discovery of a Novel Alpha-7 Nicotinic Acetylcholine Receptor Agonist Series and Characterization of the Potent, Selective, and Orally Efficacious Agonist 5-(4-Acetyl[1,4]diazepan-1-yl)pentanoic Acid [5-(4-Methoxyphenyl)-1H-pyrazol-3-yl] Amide (SEN15924, WAY-361789).",J. Med. Chem.,PUBLICATION,,-28.0,COC1=CC=C(C=C1)C2=CC(=NN2)NC(=O)CCCCN3CCC(=O)NCC3,COc1ccc(-c2cc(NC(=O)CCCCN3CCNC(=O)CC3)n[nH]2)cc1
22608,CHEMBL2205054,VHKBDODTXKHVJR-UHFFFAOYSA-N,,,P11712,CYTOCHROME P450 2C9,CYP2C9,,,21486038.0,IC50,=,34000.0,NM,,,,,,,,,,,,,,,Inhibition of human recombinant CYP2C9 using dibenzylfluorescein after 45 mins by fluorescence spectrophotometric analysis,"Discovery of 1-[2-(2,4-Dimethylphenylsulfanyl)phenyl]piperazine (Lu AA21004): A Novel Multimodal Compound for the Treatment of Major Depressive Disorder.",J. Med. Chem.,PUBLICATION,,4.468521082957745,CC1=C(C=C(C=C1)SC2=CC=CC=C2N3CCNCC3)C.Cl,Cc1ccc(Sc2ccccc2N2CCNCC2)cc1C
23902,CHEMBL828,WJFKNYWRSNBZNX-UHFFFAOYSA-N,PHENOTHIAZINE,,P11712,CYTOCHROME P450 2C9,CYP2C9,,,,IC50,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,cell_based,,,,,BTI-TN-5B1-4,,,,,,,"DRUGMATRIX: CYP450, 2C9 enzyme inhibition (substrate: 3-Cyano-7-ethoxycoumarin)",DrugMatrix in vitro pharmacology data,,DATASET,,,C1=CC=C2C(=C1)NC3=CC=CC=C3S2,c1ccc2c(c1)Nc1ccccc1S2
23903,CHEMBL828,WJFKNYWRSNBZNX-UHFFFAOYSA-N,PHENOTHIAZINE,,P11712,CYTOCHROME P450 2C9,CYP2C9,,,,KI,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,cell_based,,,,,BTI-TN-5B1-4,,,,,,,"DRUGMATRIX: CYP450, 2C9 enzyme inhibition (substrate: 3-Cyano-7-ethoxycoumarin)",DrugMatrix in vitro pharmacology data,,DATASET,,,C1=CC=C2C(=C1)NC3=CC=CC=C3S2,c1ccc2c(c1)Nc1ccccc1S2
23972,CHEMBL3261482,WLINCFBAKQHMPZ-OAHLLOKOSA-N,,,P11712,CYTOCHROME P450 2C9,CYP2C9,,,24755431.0,IC50,>,50000.0,NM,,,,,,,,,,,,,,,Inhibition of CYP2C9 (unknown origin),The discovery of diazepinone-based 5-HT3 receptor partial agonists.,Bioorg. Med. Chem. Lett.,PUBLICATION,,4.301029995663981,C1CN2CCC1[C@@H](C2)N3CCN4C5=C(C=C(C=C5C3=O)F)C=N4,O=C1c2cc(F)cc3cnn(c23)CCN1[C@@H]1CN2CCC1CC2
24254,CHEMBL549,WSEQXVZVJXJVFP-UHFFFAOYSA-N,CITALOPRAM,,P11712,CYTOCHROME P450 2C9,CYP2C9,,,,IC50,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,cell_based,,,,,BTI-TN-5B1-4,,,,,,,"DRUGMATRIX: CYP450, 2C9 enzyme inhibition (substrate: 3-Cyano-7-ethoxycoumarin)",DrugMatrix in vitro pharmacology data,,DATASET,,,CN(C)CCCC1(C2=C(CO1)C=C(C=C2)C#N)C3=CC=C(C=C3)F,CN(C)CCCC1(c2ccc(F)cc2)OCc2cc(C#N)ccc21
24255,CHEMBL549,WSEQXVZVJXJVFP-UHFFFAOYSA-N,CITALOPRAM,,P11712,CYTOCHROME P450 2C9,CYP2C9,,,,KI,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,cell_based,,,,,BTI-TN-5B1-4,,,,,,,"DRUGMATRIX: CYP450, 2C9 enzyme inhibition (substrate: 3-Cyano-7-ethoxycoumarin)",DrugMatrix in vitro pharmacology data,,DATASET,,,CN(C)CCCC1(C2=C(CO1)C=C(C=C2)C#N)C3=CC=C(C=C3)F,CN(C)CCCC1(c2ccc(F)cc2)OCc2cc(C#N)ccc21
24410,CHEMBL3262135,WVUAJTKMQULXHI-BTQNPOSSSA-N,,,P11712,CYTOCHROME P450 2C9,CYP2C9,,,24814197.0,INHIBITION,=,33.0,%,,,,,,,,,,,,,,,Inhibition of CYP2C9 (unknown origin) at 10 uM,Discovery of Novel 2-((Pyridin-3-yloxy)methyl)piperazines as a7 Nicotinic Acetylcholine Receptor Modulators for the Treatment of Inflammatory Disorders.,J. Med. Chem.,PUBLICATION,,33.0,COC1=CC2=C(C=C1)N=C(S2)N3CCNC[C@@H]3COC4=CN=CC=C4.Cl,COc1ccc2nc(N3CCNC[C@@H]3COc3cccnc3)sc2c1
24552,CHEMBL266591,WYWNEDARFVJQSG-UHFFFAOYSA-N,,,P11712,CYTOCHROME P450 2C9,CYP2C9,,,,AC50,=,39810.72,NM,inconclusive,,,,,,,,,,,,,,PUBCHEM_BIOASSAY: Cytochrome panel assay with activity outcomes. (Class of assay: other) Panel member name: p450-cyp2c9 Compounds with AC50 equal or less than 10 uM are considered active,PUBCHEM BIOASSAY DATA SET,,DATASET,,4.399999967876858,CC1=C(C2=C(N1)C=CC(=C2)O)CCN,Cc1[nH]c2ccc(O)cc2c1CCN
24553,CHEMBL266591,WYWNEDARFVJQSG-UHFFFAOYSA-N,,,P11712,CYTOCHROME P450 2C9,CYP2C9,,,,POTENCY,=,39810.7,NM,Inconclusive,,,,,,,,,,,,,,"PUBCHEM_BIOASSAY: qHTS Assay for Inhibitors and Substrates of Cytochrome P450 2C9. (Class of assay: confirmatory) [Related pubchem assays: 885, 884, 410 ]",PUBCHEM BIOASSAY DATA SET,,DATASET,,4.40000018605658,CC1=C(C2=C(N1)C=CC(=C2)O)CCN,Cc1[nH]c2ccc(O)cc2c1CCN
24571,CHEMBL19215,WZHJKEUHNJHDLS-QTGUNEKASA-N,METERGOLINE,,P11712,CYTOCHROME P450 2C9,CYP2C9,,,,IC50,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,cell_based,,,,,BTI-TN-5B1-4,,,,,,,"DRUGMATRIX: CYP450, 2C9 enzyme inhibition (substrate: 3-Cyano-7-ethoxycoumarin)",DrugMatrix in vitro pharmacology data,,DATASET,,,CN1C[C@@H](C[C@H]2[C@H]1CC3=CN(C4=CC=CC2=C34)C)CNC(=O)OCC5=CC=CC=C5,CN1C[C@H](CNC(=O)OCc2ccccc2)C[C@@H]2c3cccc4c3c(cn4C)C[C@H]21
24572,CHEMBL19215,WZHJKEUHNJHDLS-QTGUNEKASA-N,METERGOLINE,,P11712,CYTOCHROME P450 2C9,CYP2C9,,,,KI,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,cell_based,,,,,BTI-TN-5B1-4,,,,,,,"DRUGMATRIX: CYP450, 2C9 enzyme inhibition (substrate: 3-Cyano-7-ethoxycoumarin)",DrugMatrix in vitro pharmacology data,,DATASET,,,CN1C[C@@H](C[C@H]2[C@H]1CC3=CN(C4=CC=CC2=C34)C)CNC(=O)OCC5=CC=CC=C5,CN1C[C@H](CNC(=O)OCc2ccccc2)C[C@@H]2c3cccc4c3c(cn4C)C[C@H]21
24739,CHEMBL3261485,XDJFTOOYWJXAAZ-MRXNPFEDSA-N,,,P11712,CYTOCHROME P450 2C9,CYP2C9,,,24755431.0,IC50,>,50000.0,NM,,,,,,,,,,,,,,,Inhibition of CYP2C9 (unknown origin),The discovery of diazepinone-based 5-HT3 receptor partial agonists.,Bioorg. Med. Chem. Lett.,PUBLICATION,,4.301029995663981,COC1=CC2=C3C(=C1)C(=O)N(CCN3N=C2)[C@@H]4CN5CCC4CC5,COc1cc2c3c(cnn3CCN([C@@H]3CN4CCC3CC4)C2=O)c1
25018,CHEMBL2087454,XJQFQLWVHXSRMJ-UHFFFAOYSA-N,,,P11712,CYTOCHROME P450 2C9,CYP2C9,,,22468936.0,INHIBITION,=,-22.0,%,,,,,,,,,,,,,,,Inhibition of CYP2C9 using MFC as substrate at 3 uM after 45 mins by Gentest method,"Discovery of a Novel Alpha-7 Nicotinic Acetylcholine Receptor Agonist Series and Characterization of the Potent, Selective, and Orally Efficacious Agonist 5-(4-Acetyl[1,4]diazepan-1-yl)pentanoic Acid [5-(4-Methoxyphenyl)-1H-pyrazol-3-yl] Amide (SEN15924, WAY-361789).",J. Med. Chem.,PUBLICATION,,-22.0,COC1=CC=C(C=C1)C2=CC(=NN2)NC(=O)CCCCN3CCNC(=O)C3,COc1ccc(-c2cc(NC(=O)CCCCN3CCNC(=O)C3)n[nH]2)cc1
25351,CHEMBL18772,XRXDAJYKGWNHTQ-UHFFFAOYSA-N,QUIPAZINE,,P11712,CYTOCHROME P450 2C9,CYP2C9,,,,AC50,,,,inactive,,,,,,,,,,,,,,PUBCHEM_BIOASSAY: Cytochrome panel assay with activity outcomes. (Class of assay: other) Panel member name: p450-cyp2c9 Compounds with AC50 equal or less than 10 uM are considered active,PUBCHEM BIOASSAY DATA SET,,DATASET,,,C1CN(CCN1)C2=NC3=CC=CC=C3C=C2,c1ccc2nc(N3CCNCC3)ccc2c1
25352,CHEMBL18772,XRXDAJYKGWNHTQ-UHFFFAOYSA-N,QUIPAZINE,,P11712,CYTOCHROME P450 2C9,CYP2C9,,,,AC50,,,,inconclusive,,,,,,,,,,,,,,PUBCHEM_BIOASSAY: Cytochrome panel assay with activity outcomes. (Class of assay: other) Panel member name: p450-cyp2c9 Compounds with AC50 equal or less than 10 uM are considered active,PUBCHEM BIOASSAY DATA SET,,DATASET,,,C1CN(CCN1)C2=NC3=CC=CC=C3C=C2,c1ccc2nc(N3CCNCC3)ccc2c1
