,Ambit_InchiKey,Original_Entry_ID,Entrez_ID,Activity_Flag,pXC50,DB,Original_Assay_ID,Tax_ID,Gene_Symbol,Ortholog_Group,SMILES,base_rdkit_smiles
2622,HCAWEHHJTCEEPF-UHFFFAOYNA-N,409027,1559,A,7.10018,pubchem,883,9606,CYP2C9,un28,ClC=1C=C(CSCCC2=CC=NC=C2)C=CC1Cl,Clc1ccc(CSCCc2ccncc2)cc1Cl
2697,IKKNXDBSPNSUOA-UHFFFAOYNA-N,CHEMBL1541004,1559,A,5.0,chembl20,737826,9606,CYP2C9,un28,ClC1=NC(=C(C2=CC=CC=C2)C=C1C#N)C,Cc1nc(Cl)c(C#N)cc1-c1ccccc1
2706,IHXQBABOHAYYBG-VMPITWQZNA-N,CHEMBL1320943,1559,A,5.5,chembl20,688885,9606,CYP2C9,un28,BrC1=CC=C(C=C1)/C=C/C(O)C(=C)C,C=C(C)C(O)/C=C/c1ccc(Br)cc1
2713,ILIUOAJYRLUFQV-UHFFFAOYNA-N,CHEMBL1526260,1559,N,4.5,chembl20,737826,9606,CYP2C9,un28,S=C(N(C)C)C1=CC(OC)=C(OC)C=C1,COc1ccc(C(=S)N(C)C)cc1OC
2742,HAVWRBANWNTOJX-UHFFFAOYNA-N,CHEMBL54909,1559,N,4.6,chembl20,688885,9606,CYP2C9,un28,O1C(=O)C=CC2=CC(=C(C(=C12)O)O)OC,COc1cc2ccc(=O)oc2c(O)c1O
2797,JFTKQSSKMYTHPB-KZFATGLANA-N,CHEMBL1742306,1559,A,5.5,chembl20,737826,9606,CYP2C9,un28,S(C1=NC(=NC(=C1)C)NC(=O)C)C,CSc1cc(C)nc(NC(C)=O)n1
2855,HVNCKXYPDAMYRC-UHFFFAOYNA-N,CHEMBL1405257,1559,N,4.65,chembl20,737826,9606,CYP2C9,un28,ClC1=NC(SCC2=CC=C(Cl)C=C2)=NC=C1OC,COc1cnc(SCc2ccc(Cl)cc2)nc1Cl
2860,JWOSPQYKRZZPPB-UHFFFAOYNA-N,CHEMBL1417341,1559,N,4.85,chembl20,737826,9606,CYP2C9,un28,ClC=1C=C2N(O)C(=NC2=CC1)C=3C=CC=CC3,On1c(-c2ccccc2)nc2ccc(Cl)cc21
2862,JWRCUDVXZUHOJA-UHFFFAOYNA-N,CHEMBL361969,1559,N,3.99,chembl20,412651,9606,CYP2C9,un28,C=1(SC(CN(C)C)=CC1)C2=CN=CC=C2,CN(C)Cc1ccc(-c2cccnc2)s1
2931,HRTKQHILWNVFIX-KPKJPENVNA-N,CHEMBL178534,1559,N,3.65,chembl20,305741,9606,CYP2C9,un28,C=1(SC(/C=N/O)=CC1)C2=CN=CC=C2,O/N=C/c1ccc(-c2cccnc2)s1
2979,GLWUPADAJCJZBQ-UHFFFAOYNA-N,CHEMBL1524194,1559,A,5.5,chembl20,688885,9606,CYP2C9,un28,ClC(NS(=O)(=O)C1=CC=C(C=C1)C)C=NC,CN=CC(Cl)NS(=O)(=O)c1ccc(C)cc1
2993,GRBCQHDFWCSCPX-UHFFFAOYNA-N,CHEMBL1535057,1559,A,5.1,chembl20,737826,9606,CYP2C9,un28,OC=1C(=CC(=CC1O)CN(C)C)CN(C)C,CN(C)Cc1cc(O)c(O)c(CN(C)C)c1
2999,GRUDNJWCIFKAFB-UHFFFAOYNA-N,CHEMBL1499314,1559,N,4.75,chembl20,737826,9606,CYP2C9,un28,S1N2N=C(C=C2NC1NC=3C=CC=CC3)C,Cc1cc2n(n1)SC(Nc1ccccc1)N2
3007,GCLVZVSTRWZGFK-UHFFFAOYNA-N,CHEMBL150799,1559,A,5.22,chembl20,51532,9606,CYP2C9,un28,C=1(C=2C(OCCCC)=CC=CC2)ON=CC1,CCCCOc1ccccc1-c1ccno1
3034,ISFPDBUKMJDAJH-UHFFFAOYNA-N,CHEMBL86537,1559,A,5.1,chembl20,737826,9606,CYP2C9,un28,C1=CC=C2C(C3=C(C=C2)OC(CC3)=O)=C1,O=C1CCc2c(ccc3ccccc23)O1
3069,JNENSSREQFBZGT-UHFFFAOYNA-N,6603967,1559,A,6.10002,pubchem,883,9606,CYP2C9,un28,S1C(N2CCCN=C2C3=C1C=CC=C3)=N,N=C1Sc2ccccc2C2=NCCCN12
3083,IPBCWPPBAWQYOO-HCKMINDGNA-N,CHEMBL187734,1559,N,4.4,chembl20,737826,9606,CYP2C9,un28,S(CCCCCCCCCCCCCC)CC(=O)O,CCCCCCCCCCCCCCSCC(=O)O
3116,LOYAGWFQZJNJMV-UHFFFAOYNA-N,CHEMBL1505786,1559,N,4.4,chembl20,737826,9606,CYP2C9,un28,BrC=1C=C(OC(=O)C2=CN=CC=C2)C=CC1,O=C(Oc1cccc(Br)c1)c1cccnc1
3123,LNWDNXUUSPDZFW-UHFFFAOYNA-N,CHEMBL1607968,1559,N,4.4,chembl20,737826,9606,CYP2C9,un28,S1C(C(=NC(=O)C=2SC=CC2)CC1)C(OC)=O,COC(=O)C1SCCC1=NC(=O)c1cccs1
3131,LONMBINMTRDROA-UHFFFAOYNA-N,CHEMBL1412557,1559,N,4.4,chembl20,737826,9606,CYP2C9,un28,FC=1C(OCCCCCCN2CCCC2)=CC=CC1,Fc1ccccc1OCCCCCCN1CCCC1
3152,GJSURZIOUXUGAL-ROUYVKNBNA-N,CHEMBL134,1559,A,5.1,chembl20,737826,9606,CYP2C9,un28,C1(NC2=C(Cl)C=CC=C2Cl)=NCCN1,Clc1cccc(Cl)c1NC1=NCCN1
3155,IBRKLUSXDYATLG-LURJTMIENA-N,CHEMBL1195032,1559,N,4.8,chembl20,737826,9606,CYP2C9,un28,C12=CC(=C(C=C1CCN[C@H]2C)O)O,C[C@@H]1NCCc2cc(O)c(O)cc21
3156,HSFHHBMXLUGNAF-XWKXFZRBNA-N,CHEMBL1379839,1559,N,4.9,chembl20,737826,9606,CYP2C9,un28,FC=1C(CN2C(=O)NCC2)=CC=CC1,O=C1NCCN1Cc1ccccc1F
3169,IBUIILNAJLHSRC-KZFATGLANA-N,CHEMBL1730700,1559,N,4.75,chembl20,737826,9606,CYP2C9,un28,S(=O)(=O)(N1CCOCC1)C=2C(=NNC2C)C,Cc1n[nH]c(C)c1S(=O)(=O)N1CCOCC1
3184,IAFKSOVDOKSHNL-YHMJCDSINA-N,CHEMBL1545539,1559,A,5.3,chembl20,737826,9606,CYP2C9,un28,S1C(=C(O)N=C1S)C(=CCCCCC)C,CCCCCC=C(C)c1sc(S)nc1O
3189,IANVKUIMAHXNOX-UHFFFAOYNA-N,CHEMBL1556569,1559,N,4.45,chembl20,737826,9606,CYP2C9,un28,O1C=2C(OC1(C)C)=CC(N)=C(N(=O)=O)C2,CC1(C)Oc2cc(N)c([N+](=O)[O-])cc2O1
3220,LFHFGUIMPHNCDL-UHFFFAOYNA-N,CHEMBL1529777,1559,N,4.6,chembl20,737826,9606,CYP2C9,un28,O1C=2C(N=C1C3=CN=CC=C3)=CC=C(C2)C,Cc1ccc2nc(-c3cccnc3)oc2c1
3221,LFHXKJHQSINNIN-UHFFFAOYNA-N,CHEMBL1529925,1559,N,4.65,chembl20,737826,9606,CYP2C9,un28,ClC1=C(OC)C(=CC(Cl)=C1)CNCCNCCO,COc1c(Cl)cc(Cl)cc1CNCCNCCO
3241,KXDQCVZGWJKRMH-UHFFFAOYNA-N,CHEMBL1742180,1559,N,4.85,chembl20,737826,9606,CYP2C9,un28,FC1=C(N2N=CN=C2)C=CC(=C1)C(OC)=O,COC(=O)c1ccc(-n2cncn2)c(F)c1
3257,KOWWDPGCWGJLRH-UHFFFAOYNA-N,CHEMBL1368681,1559,A,6.45,chembl20,737826,9606,CYP2C9,un28,ClC1=CC=C(CSC=2SN=C(SC)N2)C=C1,CSc1nsc(SCc2ccc(Cl)cc2)n1
3293,JXWHYNVISYCBCO-HCKMINDGNA-N,CHEMBL1378505,1559,A,6.6,chembl20,737826,9606,CYP2C9,un28,OC1=NC(=C2C(=C1C#N)CCCC2)CCCC,CCCCc1nc(O)c(C#N)c2c1CCCC2
3332,KDNXKQSAAZNUCK-UHFFFAOYNA-N,CHEMBL1568555,1559,N,4.95,chembl20,737826,9606,CYP2C9,un28,ClC1=CC=C(C=2NC=3C(C2)=CC=CC3)C=C1,Clc1ccc(-c2cc3ccccc3[nH]2)cc1
3358,LWVLRLDJWUKAEP-UHFFFAOYNA-N,CHEMBL1346283,1559,A,6.0,chembl20,737826,9606,CYP2C9,un28,ClC1C(=O)N(N=CC1=NC)C2=CC=CC=C2,CN=C1C=NN(c2ccccc2)C(=O)C1Cl
3370,LXMTXTWDKWLXOJ-UHFFFAOYNA-N,CHEMBL1502235,1559,N,4.75,chembl20,737826,9606,CYP2C9,un28,ClC=1SC(S(=O)(=O)NCC2=CN=CC=C2)=CC1,O=S(=O)(NCc1cccnc1)c1ccc(Cl)s1
3412,MMLYDUHLPHZZMW-UHFFFAOYNA-N,CHEMBL1413230,1559,A,5.0,chembl20,737826,9606,CYP2C9,un28,S1C(=C(C(=C1N)C(OC(C)C)=O)C)C(=O)C,CC(=O)c1sc(N)c(C(=O)OC(C)C)c1C
3426,MNKRJSJKVHUXIG-XWKXFZRBNA-N,CHEMBL1170522,1559,A,6.25,chembl20,737826,9606,CYP2C9,un28,C1CN(CCO1)C(NC=2C=CC=CC2)=O,O=C(Nc1ccccc1)N1CCOCC1
3454,KPRKVTCHPGWYQW-KGCNKATMNA-N,CHEMBL1559362,1559,N,4.75,chembl20,737826,9606,CYP2C9,un28,ClC=1C=CC(NC(=O)NC=2SC=CN2)=CC1,O=C(Nc1ccc(Cl)cc1)Nc1nccs1
3459,KQEDHQBKCPFYND-WXRBYKJCNA-N,CHEMBL1363474,1559,N,4.4,chembl20,737826,9606,CYP2C9,un28,O1C2=C(OC1)C=CC(NC(OCC)=O)=C2,CCOC(=O)Nc1ccc2c(c1)OCO2
3483,KTDMTKZWKXFJHS-UHFFFAOYNA-N,CHEMBL452153,1559,A,5.3,chembl20,737826,9606,CYP2C9,un28,C1=CC2=CC=C(N=C2C=C1)C=3C=CN=CC3,c1ccc2nc(-c3ccncc3)ccc2c1
3535,LBHIOVVIQHSOQN-KZFATGLANA-N,CHEMBL284906,1559,A,5.7,chembl20,737826,9606,CYP2C9,un28,N(=O)(=O)OCCNC(C=1C=NC=CC1)=O,O=C(NCCO[N+](=O)[O-])c1cccnc1
3570,MDZNENQZZRVEDI-WXRBYKJCNA-N,CHEMBL1372941,1559,A,5.15,chembl20,737826,9606,CYP2C9,un28,O(C=1N=NNN1)C2=CC=C(C=C2)C,Cc1ccc(Oc2nn[nH]n2)cc1
3634,NAHINYKYEWBCMA-UHFFFAOYNA-N,CHEMBL1521460,1559,N,4.9,chembl20,737826,9606,CYP2C9,un28,S(C1=CC=C(C=C1)CNC=2C=CC=CC2)C,CSc1ccc(CNc2ccccc2)cc1
3715,NRCILBJQBRWWFJ-UHFFFAOYNA-N,CHEMBL1310701,1559,N,4.75,chembl20,737826,9606,CYP2C9,un28,S1C(=S)N(CN(C1)CCOC)CC=2OC=CC2,COCCN1CSC(=S)N(Cc2ccco2)C1
3735,NJFOVAJRFITZIG-GHXNOFRVNA-N,CHEMBL178330,1559,N,3.4,chembl20,305741,9606,CYP2C9,un28,C=1(OC(/C=N\O)=CC1)C2=CN=CC=C2,O/N=C\c1ccc(-c2cccnc2)o1
3736,NJFOVAJRFITZIG-KPKJPENVNA-N,CHEMBL178547,1559,N,4.06,chembl20,305741,9606,CYP2C9,un28,C=1(OC(/C=N/O)=CC1)C2=CN=CC=C2,O/N=C/c1ccc(-c2cccnc2)o1
3761,OKIHZEJBYXVLFJ-UHFFFAOYNA-N,CHEMBL1420741,1559,A,5.9,chembl20,737826,9606,CYP2C9,un28,ClC=1C=C(C=2N(N=NN2)CCC)C=CC1,CCCn1nnnc1-c1cccc(Cl)c1
3763,OKLABFVDVTVNBC-YHMJCDSINA-N,10130685,1559,A,6.522880000000002,pubchem,54400,9606,CYP2C9,un28,ON=CNC1=CC=C(CCCCCC)C=C1,CCCCCCc1ccc(NC=NO)cc1
3775,OIGHTPDWPMLMGT-UHFFFAOYNA-N,CHEMBL258465,1559,A,5.6,chembl20,737826,9606,CYP2C9,un28,N12C=3CCCCC3C=4C=CC=C(C41)CNCC2,c1cc2c3c(c1)c1c(n3CCNC2)CCCC1
3847,PGHYAUFYCRDFJS-WYCIUFAENA-N,CHEMBL1506343,1559,N,4.95,chembl20,737826,9606,CYP2C9,un28,S1C(NC(=O)NCC=2OC=CC2)=CC=C1,O=C(NCc1ccco1)Nc1cccs1
3918,ODNJKWPRAKZKCJ-UHFFFAOYNA-N,CHEMBL1407840,1559,N,4.75,chembl20,737826,9606,CYP2C9,un28,S1C=2N=C(N(C(=O)C2C=C1CC)CCO)CC,CCc1cc2c(=O)n(CCO)c(CC)nc2s1
3947,NEWKHUASLBMWRE-UHFFFAOYNA-N,CHEMBL66654,1559,A,5.0,chembl20,688885,9606,CYP2C9,un28,C=1C(=NC(=CC1)C#CC2=CC=CC=C2)C,Cc1cccc(C#Cc2ccccc2)n1
4000,OTFCAKYDZUCINO-NDKGDYFDNA-N,CHEMBL1730298,1559,A,5.05,chembl20,737826,9606,CYP2C9,un28,S(C=1N=C(O)C(=NN1)C)CCCCC,CCCCCSc1nnc(C)c(O)n1
4003,OTHCSWRZZBYQIQ-NDKGDYFDNA-N,CHEMBL385008,1559,N,4.62,chembl20,412651,9606,CYP2C9,un28,C1=CN=CC(C2=NNC(=C2)CN)=C1,NCc1cc(-c2cccnc2)n[nH]1
4046,MIKLUCIWYBHFAU-UHFFFAOYNA-N,CHEMBL1301385,1559,N,4.95,chembl20,737826,9606,CYP2C9,un28,BrC1=CC2=C(N=C(C(=C2Cl)CC)C)C=C1,CCc1c(C)nc2ccc(Br)cc2c1Cl
4049,MITBQBBTYPDEMW-UHFFFAOYNA-N,CHEMBL1342890,1559,A,5.2,chembl20,737826,9606,CYP2C9,un28,ClC=1C=CC(NCC2=CC=C(SC)C=C2)=CC1,CSc1ccc(CNc2ccc(Cl)cc2)cc1
4086,QAOLDMCNJJSITG-UHFFFAOYNA-N,CHEMBL1741665,1559,A,7.9,chembl20,737826,9606,CYP2C9,un28,S(C=1N(N=NN1)CCCOC)CC(=O)N2CCCC2,COCCCn1nnnc1SCC(=O)N1CCCC1
4194,PNKGCTZQQQGNKN-UHFFFAOYNA-N,210230,1559,A,6.50004,pubchem,883,9606,CYP2C9,un28,S(CCC1=CC=NC=C1)CC2=CC=CC=C2,c1ccc(CSCCc2ccncc2)cc1
4196,PNTNYAROJBIZDO-UHFFFAOYNA-N,CHEMBL1477644,1559,N,4.85,chembl20,737826,9606,CYP2C9,un28,S1N=NC(C=2C=C3C(=CC2)C=CC=C3)=C1,c1ccc2cc(-c3csnn3)ccc2c1
4200,PJHSLLRNPASXIS-UHFFFAOYNA-N,CHEMBL360998,1559,N,3.95,chembl20,412651,9606,CYP2C9,un28,C=1(C=CC=NC1)C2=CC=C(O2)CN(C)C,CN(C)Cc1ccc(-c2cccnc2)o1
4234,QEIDTULTCWPKSR-YAQRNVERNA-N,CHEMBL1580257,1559,N,4.8,chembl20,737826,9606,CYP2C9,un28,SC=1N(C(O)=C(N1)CC)C2CCCCC2,CCc1nc(S)n(C2CCCCC2)c1O
4242,QFXKXRXFBRLLPQ-UHFFFAOYNA-N,CHEMBL365739,1559,A,7.0,chembl20,737826,9606,CYP2C9,un28,C1=CC=C2C3=C([I+]C2=C1)C=CC=C3,c1ccc2c(c1)[I+]c1ccccc1-2
4302,RAXPHFURDFRYJX-UHFFFAOYNA-N,CHEMBL345544,1559,A,5.55,chembl20,51532,9606,CYP2C9,un28,N1(N=CN=C1)C=2C=CC(=CC2)OCCCC,CCCCOc1ccc(-n2cncn2)cc1
4307,QGMNHTNEKIDLPZ-UHFFFAOYNA-N,CHEMBL1335680,1559,A,5.45,chembl20,737826,9606,CYP2C9,un28,S(=O)(=O)(N1CCCC1)C=2C3=NSN=C3C=CC2,O=S(=O)(c1cccc2nsnc12)N1CCCC1
4329,QJWFZZZHWWOBNM-UHFFFAOYNA-N,CHEMBL112532,1559,A,7.02,chembl20,51540,9606,CYP2C9,un28,N1(C=NC=C1)C2=CC=C(C=C2)OCCCC,CCCCOc1ccc(-n2ccnc2)cc1
4357,RKVRGRXOYDTUEY-QMMMGPOBNA-N,CHEMBL123433,1559,N,4.5,chembl20,737826,9606,CYP2C9,un28,N=1C=C(OC[C@H]2NCC2)C=C(C1)I,Ic1cncc(OC[C@@H]2CCN2)c1
4391,SATMZMMKDDTOSQ-UHFFFAOYNA-N,CHEMBL486817,1559,N,4.8,chembl20,688885,9606,CYP2C9,un28,C=1C=2NC3=C(N=CC=C3C2C=CC1O)C,Cc1nccc2c1[nH]c1cc(O)ccc12
4411,RZXSREPAAUXUKM-UHFFFAOYNA-N,CHEMBL386124,1559,A,5.54,chembl20,412651,9606,CYP2C9,un28,C1=CC(=CN=C1)C=2OC(=CC2)CSC(C)=O,CC(=O)SCc1ccc(-c2cccnc2)o1
4446,QNSOPUXDEXJMIY-UHFFFAOYNA-N,CHEMBL448743,1559,N,3.91,chembl20,537844,9606,CYP2C9,un28,C1=CC(=CC2=C1C(CC2)=O)C3=CN=CC=C3,O=C1CCc2cc(-c3cccnc3)ccc21
4482,PSSBWTPALOUROH-UHFFFAOYNA-N,CHEMBL358216,1559,A,7.34,chembl20,51532,9606,CYP2C9,un28,N1=COC(=C1)C=2C=CC(=CC2)OCCCC,CCCCOc1ccc(-c2cnco2)cc1
4485,RRQBCJDYYQAJST-UHFFFAOYNA-N,CHEMBL1445702,1559,A,5.85,chembl20,737826,9606,CYP2C9,un28,S1C(N2CCN(CC2)CC)=NC=3C1=CC=CC3,CCN1CCN(c2nc3ccccc3s2)CC1
4522,RTCYVSYLJFBKLB-UHFFFAOYNA-N,CHEMBL150681,1559,A,5.1,chembl20,51532,9606,CYP2C9,un28,C=1(ON=CC1)C=2C=CC(=CC2)OCCCC,CCCCOc1ccc(-c2ccno2)cc1
4530,PMBXQKQDEKSHMZ-WXRBYKJCNA-N,CHEMBL1604812,1559,A,5.8,chembl20,737826,9606,CYP2C9,un28,S1C2=NC=NC(NCCO)=C2C=C1CC,CCc1cc2c(NCCO)ncnc2s1
4536,SRRXZDLALXNSBQ-UHFFFAOYNA-N,CHEMBL1405203,1559,N,4.8,chembl20,737826,9606,CYP2C9,un28,BrC=1C=CC(C(=S)N2CCN(CC2)CC)=CC1,CCN1CCN(C(=S)c2ccc(Br)cc2)CC1
4574,VHGZNFIFFJMVTP-XFFZJAGNNA-N,CHEMBL3213461,1559,A,5.1,chembl20,737826,9606,CYP2C9,un28,O1N=C(C\2=C1CCC/C2=N/O)CCC,CCCc1noc2c1/C(=N\O)CCC2
4602,SUMJDTVJSTZJFC-NDKGDYFDNA-N,CHEMBL2018903,1559,N,4.4,chembl20,813101,9606,CYP2C9,un28,N1C=2C=CC(OC)=CC2N=C1SCCCC,CCCCSc1nc2cc(OC)ccc2[nH]1
4629,SXEBHIMOUHBBOS-UHFFFAOYNA-N,CHEMBL1240673,1559,A,5.1,chembl20,737826,9606,CYP2C9,un28,C1=C(N)C(OC2=CC=CC=C2)=CC=C1Cl,Nc1cc(Cl)ccc1Oc1ccccc1
4669,SMJDEMQXUJTDDK-UHFFFAOYNA-N,CHEMBL1341070,1559,N,4.5,chembl20,737826,9606,CYP2C9,un28,ClC1=C(F)C=CC(NCC=2C(F)=CC=CC2)=C1,Fc1ccc(NCc2ccccc2F)cc1Cl
4689,SPFBMNKRQFPDGH-XWKXFZRBNA-N,CHEMBL1565585,1559,N,4.9,chembl20,737826,9606,CYP2C9,un28,FC1=C(N)C=C(C=2N=NNN2)C=C1,Nc1cc(-c2nn[nH]n2)ccc1F
4697,VTJXFTPMFYAJJU-UHFFFAOYNA-N,CHEMBL76904,1559,A,5.1,chembl20,737826,9606,CYP2C9,un28,C(C#N)(C#N)=CC=1C=C(O)C(=CC1)O,N#CC(C#N)=Cc1ccc(O)c(O)c1
4762,UITMTMQMFFBLFB-UHFFFAOYNA-N,CHEMBL215174,1559,A,5.89,chembl20,412651,9606,CYP2C9,un28,C1=CC(=CN=C1)C=2OC(=CC2)C3SCCS3,c1cncc(-c2ccc(C3SCCS3)o2)c1
4771,UNRWKBAEJWBSNG-UHFFFAOYNA-N,CHEMBL1527611,1559,N,4.7,chembl20,737826,9606,CYP2C9,un28,ClC1=CC(NCCC(=O)C=2SC=CC2)=CC=C1,O=C(CCNc1cccc(Cl)c1)c1cccs1
4781,UOHWUQBNVLHKLT-UHFFFAOYNA-N,CHEMBL1387287,1559,A,5.15,chembl20,737826,9606,CYP2C9,un28,BrC1=C(C=C(NCC2=NC=CC=C2)C=C1)C,Cc1cc(NCc2ccccn2)ccc1Br
4787,UKAFKKJTWPITNK-UHFFFAOYNA-N,CHEMBL1348374,1559,N,4.4,chembl20,737826,9606,CYP2C9,un28,S=C(N1CCC(CC1)C)C2=CC=C(O)C=C2,CC1CCN(C(=S)c2ccc(O)cc2)CC1
4809,UHYCIVZZCRRYBX-UHFFFAOYNA-N,CHEMBL1497621,1559,A,6.9,chembl20,737826,9606,CYP2C9,un28,BrC=1C(F)=CC=C(C1)CN(CCO)CCC,CCCN(CCO)Cc1ccc(F)c(Br)c1
4872,TVJLPFJHWBJWBX-UHFFFAOYNA-N,CHEMBL1457014,1559,N,4.75,chembl20,737826,9606,CYP2C9,un28,BrC1=CC(=C(O)C=C1)CNN2C=NN=C2,Oc1ccc(Br)cc1CNn1cnnc1
4884,TYVFYXGXKSBOIK-XWKXFZRBNA-N,CHEMBL2018905,1559,N,4.45,chembl20,813101,9606,CYP2C9,un28,N1C=2C=CC(OC)=CC2N=C1SCCC,CCCSc1nc2cc(OC)ccc2[nH]1
4918,VDCDWNDTNSWDFJ-UHFFFAOYNA-N,3870203,1559,A,6.10002,pubchem,883,9606,CYP2C9,un28,OC1=C(N(=O)=O)C=C(N(=O)=O)C=C1O,O=[N+]([O-])c1cc(O)c(O)c([N+](=O)[O-])c1
4934,UWUNEDSBUNJFED-UHFFFAOYNA-N,CHEMBL1439231,1559,A,5.35,chembl20,737826,9606,CYP2C9,un28,BrC=1C(OCCCNC(C)C)=CC=C(Cl)C1,CC(C)NCCCOc1ccc(Cl)cc1Br
4966,VLPIATFUUWWMKC-JTQLQIEINA-N,CHEMBL146855,1559,N,4.4,chembl20,688885,9606,CYP2C9,un28,C1=CC=C(C)C(OC[C@H](C)N)=C1C,Cc1cccc(C)c1OC[C@H](C)N
4982,VPUOSGTXVYASNZ-UHFFFAOYNA-N,CHEMBL3196253,1559,A,5.65,chembl20,737826,9606,CYP2C9,un28,O1C2=C(N=C(C1=O)CC(=O)C)C=CC=C2,CC(=O)Cc1nc2ccccc2oc1=O
5011,SETJXCABXAYTRL-UHFFFAOYNA-N,CHEMBL1370869,1559,A,5.8,chembl20,688885,9606,CYP2C9,un28,O1CC[N+](CC1)(CCN=C=NC2CCCCC2)C,C[N+]1(CCN=C=NC2CCCCC2)CCOCC1
5018,SEAPAUSLGKJKMP-WXRBYKJCNA-N,CHEMBL1399291,1559,N,4.75,chembl20,737826,9606,CYP2C9,un28,S1C(=NN=C1NCC)C=2C=CN=CC2,CCNc1nnc(-c2ccncc2)s1
5021,SEHNUNZZKZMYTP-BAINRFMONA-N,CHEMBL1429762,1559,A,5.35,chembl20,737826,9606,CYP2C9,un28,ClC1=CC=2N=C(NC2C=C1)NCCCl,ClCCNc1nc2cc(Cl)ccc2[nH]1
5085,XFKKBHQXKGVWHM-UHFFFAOYNA-N,CHEMBL1376958,1559,A,5.65,chembl20,737826,9606,CYP2C9,un28,S(C=1OC(=NN1)C(N)CC2=CC=CC=C2)CC,CCSc1nnc(C(N)Cc2ccccc2)o1
5086,XFLNVXUSNWPNOC-UHFFFAOYNA-N,CHEMBL1365701,1559,A,5.95,chembl20,737826,9606,CYP2C9,un28,S(C1=CC=CC=C1)CCC2=CC=NC=C2,c1ccc(SCCc2ccncc2)cc1
5098,XJPNNQZCJSUCKT-UHFFFAOYNA-N,CHEMBL1389815,1559,A,5.65,chembl20,737826,9606,CYP2C9,un28,FC(F)(F)C1=NC(=O)N(C(=O)C1)C2CCCCC2,O=C1CC(C(F)(F)F)=NC(=O)N1C1CCCCC1
5161,WAQNYZFBFIAXKG-UHFFFAOYNA-N,CHEMBL358326,1559,N,4.6,chembl20,737826,9606,CYP2C9,un28,C=12C(N=C3C1CCCC3)=CNC(=C2)C(=O)OC,COC(=O)c1cc2c3c(nc-2c[nH]1)CCCC3
5163,WAXJEURRWLTWEC-UHFFFAOYNA-N,CHEMBL1370553,1559,N,4.5,chembl20,737826,9606,CYP2C9,un28,N1(C=2N=CC=CC2)CCC3(CC1)CCNCC3,c1ccc(N2CCC3(CCNCC3)CC2)nc1
5175,XPOWPQQCGDCUCO-WXRBYKJCNA-N,CHEMBL1605309,1559,N,4.9,chembl20,737826,9606,CYP2C9,un28,S1C(NC(=O)C=2SC=CC2)=NN=C1CCC,CCCc1nnc(NC(=O)c2cccs2)s1
5194,XNHCGFLXFHEXBN-UHFFFAOYNA-N,CHEMBL1714628,1559,N,4.4,chembl20,737826,9606,CYP2C9,un28,O(C(=O)N1CCOCC1)C2=CC=C(C=C2)C,Cc1ccc(OC(=O)N2CCOCC2)cc1
5207,XTFQDUYGGZGGLW-JOLJKRHZNA-N,CHEMBL317798,1559,N,4.46,chembl20,51546,9606,CYP2C9,un28,N(=C/NC1=CC=C(C=C1)OCCC)\O,CCCOc1ccc(N/C=N/O)cc1
5216,XYCFWFRRLXWCRJ-KUUDRAOTNA-O,CHEMBL3211303,1559,A,8.1,chembl20,737826,9606,CYP2C9,un28,O1N=[N+](C=C1NC(OC)=O)CCCC,CCCC[n+]1cc(NC(=O)OC)on1
5250,YFAXXUQQUXYGEV-UHFFFAOYNA-N,CHEMBL1551980,1559,N,4.5,chembl20,737826,9606,CYP2C9,un28,S1C(=NC=C1)CN2CC3(CCC2)CCNCC3,c1csc(CN2CCCC3(CCNCC3)C2)n1
5282,WLJSUJOESWTGEX-UHFFFAOYNA-N,CHEMBL1347390,1559,A,5.45,chembl20,737826,9606,CYP2C9,un28,ClC1=CC(N)=C(OC2=CC=C(Cl)C=C2)C=C1,Nc1cc(Cl)ccc1Oc1ccc(Cl)cc1
5296,WKNFADCGOAHBPG-UHFFFAOYNA-N,CHEMBL1371156,1559,N,4.5,chembl20,737826,9606,CYP2C9,un28,OC1=CC=2C(C3CCN(CC3)C)=CNC2C=C1,CN1CCC(c2c[nH]c3ccc(O)cc23)CC1
5307,WJCNZQLZVWNLKY-XWKXFZRBNA-N,CHEMBL625,1559,N,3.61,chembl20,51556,9606,CYP2C9,un28,C1=2N=C(C3=CSC=N3)NC1=CC=CC2,c1ccc2[nH]c(-c3cscn3)nc2c1
5342,WRZXLBINWLVUPJ-UHFFFAOYNA-N,CHEMBL1462826,1559,N,4.75,chembl20,737826,9606,CYP2C9,un28,S=1(O)(O)=CC(N(C(SCCCC)=S)C)CC1,CCCCSC(=S)N(C)C1C=S(O)(O)=CC1
5355,WQYJPEHBLXPHHJ-UHFFFAOYNA-N,CHEMBL151449,1559,A,5.11,chembl20,51532,9606,CYP2C9,un28,C=1(ON=CC1)C=2C=C(OCCCC)C=CC2,CCCCOc1cccc(-c2ccno2)c1
5365,WQZYELBBEZIEDT-DXMPFREMNA-N,CHEMBL1511690,1559,N,4.8,chembl20,737826,9606,CYP2C9,un28,BrC1=CC=C(C=2NN=C(N)C2Cl)C=C1,Nc1n[nH]c(-c2ccc(Br)cc2)c1Cl
